gene,odds_ratio,p_value,clinical_present,wastewater_present,fdr_corrected_p
gb|WP_109545069.1|ARO:3005637|CTX-M-214,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|WP_188331866.1|ARO:3005662|CTX-M-239,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|WP_188331867.1|ARO:3005664|CTX-M-241,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|AAK71471.1|ARO:3001880|CTX-M-17,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|UHC46370.1|ARO:3008141|CTX-M-252,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|WP_110092882.1|ARO:3005642|CTX-M-219,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|AFX60298.1|ARO:3001992|CTX-M-134,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|XHO32888.1|ARO:3008167|CTX-M-278,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|QWS81802.1|ARO:3008137|CTX-M-247,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|AAN38836.1|ARO:3001886|CTX-M-24,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|QWS81803.1|ARO:3008138|CTX-M-248,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|WP_128268235.1|ARO:3005638|CTX-M-215,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|QWS81804.1|ARO:3008139|CTX-M-249,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|XHO32887.1|ARO:3008166|CTX-M-277,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|WP_122630862.1|ARO:3005646|CTX-M-223,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|MDO7764851.1|ARO:3008156|CTX-M-267,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|WP_182496339.1|ARO:3005663|CTX-M-240,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|ACI29345.1|ARO:3001944|CTX-M-83,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|AAK55534.1|ARO:3001881|CTX-M-19,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|BAA28282.1|ARO:3001907|CTX-M-45,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|AFO69261.1|ARO:3001984|CTX-M-125,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|WP_063859975.1|ARO:3005591|CTX-M-168,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|AFA51700.1|ARO:3001981|CTX-M-122,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|AAF05311.2|ARO:3001872|CTX-M-9,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|ABS90365.1|ARO:3001928|CTX-M-67,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|BAL72196.1|ARO:3001985|CTX-M-126,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|AFA51699.1|ARO:3001980|CTX-M-121,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|WP_077767293.1|ARO:3005619|CTX-M-196,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|BET03970.1|ARO:3008158|CTX-M-269,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|AHX39589.1|ARO:3002006|CTX-M-148,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|WP_077767292.1|ARO:3005618|CTX-M-195,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|AAV97956.1|ARO:3001908|CTX-M-46,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|AAK32961.1|ARO:3001879|CTX-M-16,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|WP_190259775.1|ARO:3005665|CTX-M-242,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|ABB72997.1|ARO:3009031|PLA-5,0.0,0.05393404346775931,9,0,0.08973360049075059
gb|ADZ31262.1|ARO:3001966|CTX-M-106,0.0,0.054150478221219524,8,0,0.08973360049075059
gb|BAH63251.1|ARO:3004580|Kpne_KpnE,2.4248366013071894,0.0636605436420278,17,14,0.105291747587148
gb|BAH63252.1|ARO:3004583|Kpne_KpnF,2.4248366013071894,0.0636605436420278,17,14,0.105291747587148
gb|WP_063860521.1|ARO:3006888|GIL-1,0.0,0.09486660006206807,7,0,0.15675576295970295
gb|AAP43109.1|ARO:3003922|oqxA,0.2417910447761194,0.10441755593278884,67,27,0.17220956230360138
gb|AAP43110.2|ARO:3003923|oqxB,0.2417910447761194,0.10441755593278884,67,27,0.17220956230360138
gb|AAL75563.1|ARO:3000168|tet(D),0.1935483870967742,0.16592698575733578,10,1,0.27339346656123226
gb|WP_072186106.1|ARO:3006984|RUB-1,0.0,0.1730066673824967,6,0,0.28478801509357854
gb|BAB35162.1|ARO:3000676|H-NS,4.0,0.2664421886843312,62,31,0.4381774382628575
gb|AAD02245.1|ARO:3001414|OXA-19,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_121331722.1|ARO:3006115|OXA-932,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AAF27726.1|ARO:3002694|cmlA4,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AAD22144.1|ARO:3002698|cmlB,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AAM77075.1|ARO:3002695|cmlA5,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|CAL85435.1|ARO:3001439|OXA-101,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_122630859.1|ARO:3005885|OXA-677,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|CAH69530.1|ARO:3001798|OXA-74,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_122630858.1|ARO:3005884|OXA-676,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AER57903.1|ARO:3001500|OXA-251,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_136512086.1|ARO:3005994|OXA-794,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_136512087.1|ARO:3005995|OXA-795,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_136512103.1|ARO:3006021|OXA-823,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_136512104.1|ARO:3006022|OXA-824,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|ABY79006.1|ARO:3001803|OXA-142,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_140423320.1|ARO:3006024|OXA-827,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_122630855.1|ARO:3005941|OXA-736,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_141989064.1|ARO:3006116|OXA-935,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_122630843.1|ARO:3005871|OXA-656,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AAF72942.1|ARO:3001423|OXA-28,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|CAA80304.1|ARO:3001406|OXA-11,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|CAA41211.1|ARO:3001400|OXA-5,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AAK52606.1|ARO:3002696|cmlA6,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_148044423.1|ARO:3006032|OXA-836,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WMF72384.1|ARO:3008615|OXA-1203,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AAG45720.1|ARO:3001405|OXA-10,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_122630842.1|ARO:3005870|OXA-655,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|ABW91179.1|ARO:3004665|cmlA8,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AAR32651.1|ARO:3001795|OXA-56,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|CAD31707.1|ARO:3002691|Sent_cmlA,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WHU50588.1|ARO:3008616|OXA-1204,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WHL50409.1|ARO:3008614|OXA-1202,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|CAA53242.1|ARO:3001402|OXA-7,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AAK49460.1|ARO:3001429|OXA-35,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|ADV41666.1|ARO:3001475|OXA-183,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|BAR45714.1|ARO:3003610|OXA-454,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|HCE3953098.1|ARO:3008566|OXA-1148,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|UHO07581.1|ARO:3008465|OXA-1046,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|USC31971.1|ARO:3008538|OXA-1120,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WP_065159014.1|ARO:3005750|OXA-520,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|BDD79959.1|ARO:3008472|OXA-1053,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AHX74209.1|ARO:3001409|OXA-14,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AID67109.1|ARO:3001495|OXA-233,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|XBS36001.1|ARO:3008667|OXA-1257,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|ULU82664.1|ARO:3008504|OXA-1086,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WVW91695.1|ARO:3008641|OXA-1231,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|ULU82667.1|ARO:3008506|OXA-1088,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WVW91696.1|ARO:3008642|OXA-1232,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|WVW91697.1|ARO:3008643|OXA-1233,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AAZ42322.1|ARO:3005098|qacL,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|XAP03057.1|ARO:3008658|OXA-1248,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|XAP03056.1|ARO:3008657|OXA-1247,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AFN20670.1|ARO:3001499|OXA-240,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|ABI63579.1|ARO:3001412|OXA-17,0.0,0.30592588670631776,4,0,0.4680612111423821
gb|AMB19637.1|ARO:3001555|OXA-368,0.0,0.30592588670631776,4,0,0.4680612111423821
